File Name,Date,Commits,Added Lines,Removed Lines,Churn
test_ec2.py,2021-08-09 15:34:40+01:00,1,1,1,2
test_evacuate.py,2021-05-24 11:00:29+01:00,6,31,14,45
test_evacuate.sh,2021-06-15 17:35:20+01:00,1,0,164,164
test_exception_notification.py,2021-05-24 11:00:59+01:00,1,3,4,7
test_exception_wrapper.py,2021-05-24 11:00:59+01:00,2,11,11,22
test_external_networks.py,2021-05-12 16:32:43+01:00,2,2,2,4
test_filter_scheduler.py,2021-06-29 12:23:32+01:00,1,0,17,17
test_fixtures.py,2021-05-12 11:30:41+01:00,4,23,23,46
test_flavor.py,2021-05-24 11:00:59+01:00,6,20,18,38
test_flavor_manage.py,2021-05-12 16:32:43+01:00,2,9,9,18
test_flavor_model.py,2021-08-09 15:34:40+01:00,2,2,2,4
test_flavors.py,2021-07-05 11:10:09+01:00,2,13,11,24
test_fs.py,2021-06-15 12:39:26+02:00,1,4,2,6
test_guest.py,2021-05-24 11:00:29+01:00,1,5,4,9
test_hacking.py,2021-09-01 12:26:52+01:00,2,67,0,67
test_hardware.py,2021-05-26 19:35:31+01:00,2,24,165,189
test_host.py,2021-05-24 11:00:29+01:00,2,23,5,28
test_host_api.py,2021-05-24 11:00:59+01:00,4,120,129,249
test_host_manager.py,2021-06-29 12:22:29+01:00,1,85,39,124
test_hosts.py,2021-08-09 15:34:40+01:00,1,4,4,8
test_hypervisors.py,2021-08-09 15:34:40+01:00,1,1,1,2
test_identity.py,2021-11-08 12:37:27+00:00,1,1,0,1
test_image_meta.py,2021-09-02 17:46:22+01:00,1,22,0,22
test_imagebackend.py,2021-05-12 10:50:52+08:00,1,5,3,8
test_init_host.py,2021-05-24 11:00:59+01:00,1,1,2,3
test_instance.py,2021-05-20 16:57:24+01:00,4,237,236,473
test_instance_action.py,2021-08-09 15:34:40+01:00,1,3,3,6
test_instance_actions.py,2021-05-12 16:32:43+01:00,2,19,15,34
test_instance_device_metadata.py,2021-08-09 15:34:40+01:00,1,1,1,2
test_instance_fault.py,2021-08-09 15:34:40+01:00,1,2,2,4
test_instance_group.py,2021-08-09 15:34:40+01:00,1,1,1,2
test_instance_info_cache.py,2021-08-09 15:34:40+01:00,1,1,1,2
test_instance_list.py,2021-08-09 15:34:40+01:00,1,3,3,6
test_instance_numa.py,2021-08-09 15:34:40+01:00,1,3,3,6
test_instance_pci_requests.py,2021-08-09 15:34:40+01:00,1,1,1,2
test_instance_usage_audit_log.py,2021-08-09 15:34:40+01:00,1,6,4,10
test_keypair.py,2021-05-24 11:00:59+01:00,3,97,211,308
test_keypairs.py,2021-05-24 11:00:59+01:00,3,65,71,136
test_libvirt.py,2021-05-24 11:00:29+01:00,2,6,6,12
test_list_servers_ip_filter.py,2021-05-12 16:32:43+01:00,1,2,4,6
test_live_migrate.py,2021-08-27 17:59:18+02:00,1,67,4,71
test_live_migration.py,2021-05-24 11:00:59+01:00,2,72,13,85
test_machine_type_utils.py,2021-05-20 16:57:24+01:00,1,2,1,3
test_manage.py,2021-06-17 01:57:12+00:00,10,756,116,872
test_manager.py,2021-06-29 12:24:41+01:00,4,1145,54,1199
test_metadata.py,2021-08-09 15:34:40+01:00,1,3,2,5
test_metrics.py,2021-05-24 11:00:59+01:00,1,2,3,5
test_middleware.py,2021-06-16 02:19:26+00:00,1,28,0,28
test_migrate.py,2021-08-27 17:59:18+02:00,1,6,2,8
test_migrate_data.py,2021-06-18 18:14:39+01:00,1,21,0,21
test_migrate_server.py,2021-06-04 09:03:43+02:00,4,24,11,35
test_migration.py,2021-05-24 11:00:29+01:00,11,402,176,578
test_migration_context.py,2021-08-09 15:34:40+01:00,1,3,3,6
test_migration_utils.py,2021-06-16 10:10:29+01:00,1,0,189,189
test_migrations.py,2021-07-05 11:05:04+01:00,18,647,502,1149
test_models.py,2021-08-09 15:34:40+01:00,3,5,4,9
test_net.py,2021-09-01 12:50:23+01:00,1,0,46,46
test_network_request.py,2021-08-05 15:58:25+08:00,1,22,4,26
test_neutron.py,2021-05-28 00:27:03+00:00,19,1354,324,1678
test_notification.py,2021-08-09 15:34:40+01:00,2,2,2,4
test_notifications.py,2021-05-24 11:00:59+01:00,3,61,63,124
test_nova_manage.py,2021-05-12 16:32:43+01:00,13,820,214,1034
test_numa_live_migration.py,2021-05-12 16:32:43+01:00,5,19,25,44
test_numa_servers.py,2021-05-12 16:32:43+01:00,8,184,55,239
test_objects.py,2021-05-12 10:50:52+08:00,6,9,9,18
test_pci_device.py,2021-08-09 15:34:40+01:00,1,6,7,13
test_pci_sriov_servers.py,2021-05-12 16:32:43+01:00,7,34,17,51
test_policy.py,2021-05-12 16:32:43+01:00,2,7,8,15
test_provider_config.py,2021-11-08 12:37:27+00:00,1,1,0,1
test_quota.py,2021-08-09 15:34:40+01:00,1,12,12,24
test_quota_model.py,2021-08-09 15:34:40+01:00,2,2,2,4
test_quotas.py,2021-07-05 11:10:09+01:00,2,21,20,41
test_rbd.py,2021-05-10 19:18:30+00:00,3,28,22,50
test_report.py,2021-06-03 19:29:34+00:00,4,67,36,103
test_report_client.py,2021-08-21 10:00:51+02:00,2,3,3,6
test_report_cpu_traits.py,2021-05-24 11:00:29+01:00,1,1,1,2
test_request_spec.py,2021-05-28 14:26:56+02:00,4,129,5,134
test_requestlog.py,2021-05-12 11:30:41+01:00,2,24,6,30
test_rescue.py,2021-09-01 09:09:58-05:00,1,17,4,21
test_reshape.py,2021-05-24 11:00:29+01:00,3,9,9,18
test_resource.py,2021-08-09 15:34:40+01:00,1,1,1,2
test_resource_tracker.py,2021-05-24 11:00:59+01:00,5,31,14,45
test_scheduler.py,2021-05-12 16:32:43+01:00,3,168,13,181
test_scheduler_utils.py,2021-08-23 16:52:28+01:00,1,0,519,519
test_secgroup.py,2021-05-12 16:32:43+01:00,1,1,2,3
test_security_group.py,2021-08-09 15:34:40+01:00,1,2,2,4
test_security_groups.py,2021-08-09 15:34:40+01:00,1,2,2,4
test_server_actions.py,2021-05-20 16:57:24+01:00,5,64,31,95
test_server_external_events.py,2021-05-24 11:00:59+01:00,1,4,5,9
test_server_faults.py,2021-05-12 16:32:43+01:00,1,1,2,3
test_server_group.py,2021-05-12 16:32:43+01:00,3,13,16,29
test_server_groups.py,2021-05-12 16:32:43+01:00,1,1,2,3
test_server_metadata.py,2021-08-09 15:34:40+01:00,1,36,36,72
test_server_migrations.py,2021-08-09 15:34:40+01:00,1,1,1,2
test_server_start_stop.py,2021-08-09 15:34:40+01:00,1,2,2,4
test_server_tags.py,2021-08-09 15:34:40+01:00,1,19,19,38
test_servers.py,2021-05-12 16:32:43+01:00,23,865,2717,3582
test_servers_resource_request.py,2021-08-21 09:38:44+02:00,18,3633,526,4159
test_service.py,2021-05-12 16:32:43+01:00,4,23,24,47
test_services.py,2021-05-12 16:32:43+01:00,5,38,32,70
test_shelve.py,2021-08-09 15:34:40+01:00,6,64,16,80
test_sqlalchemy_migration.py,2021-06-16 10:10:29+01:00,1,8,7,15
test_status.py,2021-05-12 16:32:43+01:00,1,1,2,3
test_suspend_server.py,2021-09-01 09:09:58-05:00,1,4,10,14
test_tag.py,2021-08-09 15:34:40+01:00,1,6,6,12
test_task_log.py,2021-08-09 15:34:40+01:00,1,4,4,8
test_test.py,2021-11-08 12:37:27+00:00,1,2,0,2
test_test_utils.py,2021-08-09 15:34:40+01:00,1,1,1,2
test_trusted_certs.py,2021-08-09 15:34:40+01:00,1,1,1,2
test_utils.py,2021-05-10 15:04:31-04:00,8,683,32,715
test_vgpu.py,2021-05-24 11:00:29+01:00,3,210,55,265
test_vif.py,2021-05-20 16:57:24+01:00,4,74,20,94
test_virt_drivers.py,2021-05-24 11:00:29+01:00,4,7,14,21
test_virtapi.py,2021-06-16 10:10:29+01:00,1,0,1,1
test_virtual_interface.py,2021-08-09 15:34:40+01:00,1,1,1,2
test_vm_util.py,2021-08-18 15:01:27+02:00,2,7,11,18
test_vmops.py,2021-11-08 12:37:27+00:00,1,5,0,5
test_volume.py,2021-05-24 11:00:29+01:00,2,8,9,17
test_volume_usage.py,2021-08-09 15:34:40+01:00,1,4,2,6
test_volumes.py,2021-08-24 12:07:41+01:00,3,101,12,113
test_vpmem.py,2021-05-24 11:00:29+01:00,2,4,4,8
test_websocketproxy.py,2021-05-14 17:26:00+02:00,3,81,14,95
test_wsgi_app.py,2021-08-09 15:34:40+01:00,2,9,5,14
tox.ini,2021-05-18 22:54:57+09:00,10,45,22,67
trusted_certs.py,2021-08-09 15:34:40+01:00,1,1,1,2
types.py,2021-07-05 11:05:04+01:00,2,21,8,29
update-volume-attachment-delete-flag-req.json,2021-08-24 12:07:41+01:00,1,10,0,10
update-volume-attachment-delete-flag-req.json.tpl,2021-08-24 12:07:41+01:00,1,10,0,10
update-volume-req.json.tpl,2021-08-24 12:07:41+01:00,1,5,0,5
upgrade-checks.rst,2021-08-17 13:49:18+01:00,1,96,86,182
upgrade.rst,2021-07-05 11:05:04+01:00,2,2,2,4
upgrades.rst,2021-08-17 13:49:18+01:00,1,53,74,127
utils.py,2021-05-12 10:50:52+08:00,9,153,138,291
uwsgi-gmr-c00631db79836340.yaml,2021-10-14 09:23:08+03:00,1,6,0,6
v21-version-get-resp.json,2021-08-24 12:07:41+01:00,1,1,1,2
vcpu_model.py,2021-08-09 15:34:40+01:00,1,1,1,2
versions-get-resp.json,2021-08-24 12:07:41+01:00,1,1,1,2
vif.py,2021-08-05 15:58:25+08:00,3,4,4,8
virt_device_metadata.py,2021-08-09 15:34:40+01:00,1,1,1,2
virtual-gpu.rst,2021-08-03 16:54:54+02:00,2,5,10,15
virtual_interface.py,2021-08-09 15:34:40+01:00,2,29,27,56
vm_util.py,2021-08-18 10:54:42+02:00,2,22,55,77
vmops.py,2021-08-18 10:54:42+02:00,2,9,21,30
volume-attachment-detail-resp.json,2021-08-24 12:07:41+01:00,1,11,0,11
volume-attachment-detail-resp.json.tpl,2021-08-24 12:07:41+01:00,1,11,0,11
volume.py,2021-11-08 12:37:27+00:00,1,3,0,3
volume_usage.py,2021-08-09 15:34:40+01:00,1,1,1,2
volumeops.py,2021-08-18 15:01:27+02:00,1,7,19,26
volumes.py,2021-07-04 16:00:55-05:00,3,70,64,134
websocketproxy.py,2021-05-14 17:26:00+02:00,2,24,6,30
weights.py,2021-11-08 12:37:27+00:00,1,1,0,1
workarounds.py,2021-08-20 13:35:53+01:00,3,10,64,74
wsgi.py,2021-09-01 09:09:58-05:00,1,9,0,9
wsgi_app.py,2021-10-14 09:23:08+03:00,1,8,2,10
xena-prelude-515ee8a9e1f71c18.yaml,2021-09-16 17:25:32+02:00,1,43,0,43
xena.rst,2021-09-17 14:44:10+00:00,1,6,0,6
